datetime,tempmax,tempmin,T,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
10/8/2019,30.1,23.7,25.5,34.9,23.7,26.7,22.6,84.29,28.49,,25,,0,0,,12.1,98.3,1011.9,75.5,15.3,,,0,,2019-10-08T07:26:07,2019-10-08T19:08:18,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/9/2019,28.6,23.7,25.3,32.5,23.7,26,22.6,85.09,0,,0,,0,0,30.7,17.5,53.9,1014.4,60.1,15.9,,,0,,2019-10-09T07:26:39,2019-10-09T19:07:12,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/10/2019,32,22.3,26.1,35.1,22.3,27.1,21.3,76.48,1.5,,4.17,,0,0,35.3,19.8,50,1015.4,30.5,15.8,,,0,,2019-10-10T07:27:11,2019-10-10T19:06:08,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/11/2019,31.2,21.9,25.9,32.4,21.9,26.3,19.2,69.03,0,,0,,0,0,29.1,15.8,47.9,1015.8,12,15.9,,,0,,2019-10-11T07:27:44,2019-10-11T19:05:03,0.47,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/12/2019,30.2,20.5,25.1,30.6,20.5,25.2,17.9,66.86,0,,0,,0,0,,14.5,124.5,1016.2,18.1,16,,,0,,2019-10-12T07:28:17,2019-10-12T19:03:59,0.49,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/13/2019,29.7,20.8,25.4,31,20.8,25.9,19.3,70.35,0,,0,,0,0,,10.8,137.1,1016.8,20.3,15.5,,,0,,2019-10-13T07:28:51,2019-10-13T19:02:56,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/14/2019,31,22,26.2,33.2,22,27.2,20.7,72.78,0,,0,,0,0,,12.4,142,1017.4,24.4,15.6,,,0,,2019-10-14T07:29:25,2019-10-14T19:01:54,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/15/2019,30.6,23.4,26.5,32.6,23.4,27.4,20.9,72.86,0,,0,,0,0,,12.9,178.1,1016.7,37.6,15.4,,,0,,2019-10-15T07:29:59,2019-10-15T19:00:52,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/16/2019,30.7,23.8,26.9,36,23.8,28.7,22.9,79.54,9.65,,16.67,,0,0,45,23.9,200.9,1013.3,44.5,15.3,,,0,,2019-10-16T07:30:34,2019-10-16T18:59:51,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/17/2019,29.4,22.8,25.4,31.6,22.8,26,20.9,77.32,0,,0,,0,0,,13.9,205,1013.3,46.7,15.4,,,0,,2019-10-17T07:31:09,2019-10-17T18:58:51,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/18/2019,23.9,21.2,22.9,23.9,21.2,22.9,18.5,76.84,18.44,,25,,0,0,,17.3,58.2,1012.6,69,15.1,,,0,,2019-10-18T07:31:45,2019-10-18T18:57:51,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/19/2019,28.7,23,25.6,33,23,26.7,23.2,86.8,35.07,,58.33,,0,0,58.4,34.6,166.5,1009,52.6,13.6,,,0,,2019-10-19T07:32:21,2019-10-19T18:56:52,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/20/2019,30,23.6,26.6,34,23.6,27.9,22.2,77.77,0.12,,4.17,,0,0,,14.3,257.3,1012.8,29.6,15.5,,,0,,2019-10-20T07:32:57,2019-10-20T18:55:55,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/21/2019,29.8,23.3,25.7,36.8,23.3,27.3,23,85.36,5.63,,16.67,,0,0,44.6,22.7,144.4,1014.9,62.8,15.2,,,0,,2019-10-21T07:33:34,2019-10-21T18:54:58,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/22/2019,30.9,25.1,27.6,37.2,25.1,29.8,24.5,84.3,0,,0,,0,0,29.5,20.5,193.5,1015.8,38,13,,,0,,2019-10-22T07:34:11,2019-10-22T18:54:02,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/23/2019,28.6,19.2,24.1,29.3,19.2,24.2,15.9,61.63,0,,0,,0,0,33.5,19.4,120.8,1017.6,16.5,16,,,0,,2019-10-23T07:34:49,2019-10-23T18:53:07,0.86,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/24/2019,32.4,21.2,26.3,37.2,21.2,28.1,20.9,73.07,0,,0,,0,0,44.6,19.1,74.7,1018.1,38.1,16,,,0,,2019-10-24T07:35:27,2019-10-24T18:52:12,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/25/2019,31.8,24.1,26.8,36.6,24.1,28.2,22.9,80.28,2.93,,8.33,,0,0,38.9,17.5,83.5,1017.1,32,15.6,,,0,,2019-10-25T07:36:06,2019-10-25T18:51:19,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/26/2019,30,24,26.4,34.3,24,28.1,23.4,84.05,0.38,,4.17,,0,0,45.8,21.6,134,1013.8,42.5,15.8,,,0,,2019-10-26T07:36:45,2019-10-26T18:50:27,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/27/2019,30.9,24.6,27,36.8,24.6,29.2,24.1,84.87,0,,0,,0,0,,17.1,164.7,1014.8,27.5,15.5,,,0,,2019-10-27T07:37:24,2019-10-27T18:49:36,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/28/2019,31.7,24,27.5,36.2,24,29.5,23.3,79.25,1.3,,4.17,,0,0,,11.5,118,1016.8,32.6,14.9,,,0,,2019-10-28T07:38:04,2019-10-28T18:48:46,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/29/2019,31.8,24.2,27,37.2,24.2,28.7,23.5,81.93,0.71,,8.33,,0,0,,13,100,1017.6,36.5,15.2,,,0,,2019-10-29T07:38:45,2019-10-29T18:47:57,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/30/2019,31.5,23.8,27,35.6,23.8,28.9,23.2,80.8,0.39,,12.5,,0,0,,11,155.4,1017.3,40.6,15.1,,,0,,2019-10-30T07:39:26,2019-10-30T18:47:09,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
10/31/2019,31,24.9,27.4,34.4,24.9,29.1,22.9,77.69,0.13,,4.17,,0,0,,17.8,181.5,1016.8,23,15.4,,,0,,2019-10-31T07:40:07,2019-10-31T18:46:23,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/1/2019,27.9,20.6,24.5,30,20.6,24.9,20,76.84,0,,0,,0,0,25.9,18.5,181.2,1018.4,49.7,15.6,,,0,,2019-11-01T07:40:48,2019-11-01T18:45:37,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/2/2019,28,20.1,23,30.7,20.1,23.4,19.1,79.03,0,,0,,0,0,33.3,17.8,141.1,1017.9,59.5,16,,,0,,2019-11-02T07:41:31,2019-11-02T18:44:53,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/3/2019,25.9,18.4,22.1,25.9,18.4,22.1,15.2,65.41,0,,0,,0,0,31.7,17.4,47.2,1018.3,76.8,16,,,0,,2019-11-03T06:42:13,2019-11-03T17:44:10,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/4/2019,29.1,20.1,24.4,31.6,20.1,25,19.3,73.88,0,,0,,0,0,,14.1,61,1018.2,56,16,,,0,,2019-11-04T06:42:56,2019-11-04T17:43:29,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/5/2019,29.4,22.6,25.6,32.3,22.6,26.4,21.7,79.92,0,,0,,0,0,,12.8,118.8,1019.3,37.5,15.5,,,0,,2019-11-05T06:43:39,2019-11-05T17:42:48,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/6/2019,29.8,22.5,24.6,32.9,22.5,25.2,21.6,84.07,2.73,,4.17,,0,0,29.5,17.1,47.4,1021.2,54.3,15,,,0,,2019-11-06T06:44:23,2019-11-06T17:42:09,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/7/2019,30,21.8,25.5,33.5,21.8,26.5,21.5,79.74,0,,0,,0,0,,12.7,143.7,1019.1,42.7,15.6,,,0,,2019-11-07T06:45:07,2019-11-07T17:41:31,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/8/2019,27.9,19.8,23.8,30.4,19.8,24.1,20.3,81.36,0,,0,,0,0,33.5,17.5,141.2,1015.8,51.5,15.7,,,0,,2019-11-08T06:45:52,2019-11-08T17:40:55,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/9/2019,24.4,16.9,20.1,24.4,16.9,20.1,15.5,75.98,2.35,,16.67,,0,0,37.1,21.6,42,1017.9,50.8,15.9,,,0,,2019-11-09T06:46:37,2019-11-09T17:40:20,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/10/2019,26.4,14.1,19.6,26.4,14.1,19.6,13.6,70.5,0,,0,,0,0,,14.4,51.8,1020.4,5.5,16,,,0,,2019-11-10T06:47:22,2019-11-10T17:39:46,0.48,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/11/2019,28,15.7,21.4,28,15.7,21.4,15.3,70.17,0,,0,,0,0,,12.3,81.2,1018.9,25.3,15.9,,,0,,2019-11-11T06:48:07,2019-11-11T17:39:14,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/12/2019,28,18.5,22.5,29,18.5,22.7,18.8,80.41,0.3,,4.17,,0,0,31.7,16.8,176.4,1014.6,51.6,15,,,0,,2019-11-12T06:48:53,2019-11-12T17:38:43,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/13/2019,20.3,12.2,16.5,20.3,12.2,16.5,11.9,75.11,0,,0,,0,0,38.9,24,54.4,1018.6,73.1,15.9,,,0,,2019-11-13T06:49:39,2019-11-13T17:38:14,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/14/2019,24.4,16.4,20.4,24.4,16.4,20.4,16.8,79.98,1.62,,16.67,,0,0,,14.4,65.3,1018,65.9,15.9,,,0,,2019-11-14T06:50:25,2019-11-14T17:37:46,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/15/2019,22.5,16.8,19.8,22.5,16.8,19.8,18,89.22,0.39,,8.33,,0,0,50,19.8,229,1014.4,81.6,15.5,,,0,,2019-11-15T06:51:12,2019-11-15T17:37:19,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/16/2019,16.9,11.2,15,16.9,11.2,15,11.7,80.87,0,,0,,0,0,36.1,20,281.5,1013.4,90.1,16,,,0,,2019-11-16T06:51:58,2019-11-16T17:36:55,0.58,Overcast,Cloudy skies throughout the day.,cloudy,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/17/2019,13,10.4,11.5,13,10.4,11.5,9.1,85.31,0,,0,,0,0,,12.7,153.8,1014,100,16,,,0,,2019-11-17T06:52:45,2019-11-17T17:36:31,0.63,Overcast,Cloudy skies throughout the day.,cloudy,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/18/2019,22.2,11.5,16,22.2,11.5,16,11.9,77.63,0,,0,,0,0,,15.8,121,1011.8,48.3,15.5,,,0,,2019-11-18T06:53:32,2019-11-18T17:36:09,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/19/2019,21.4,13.6,16.5,21.4,13.6,16.5,11.2,73.13,0,,0,,0,0,35.3,18.8,125.7,1014.7,23.2,14.9,,,0,,2019-11-19T06:54:19,2019-11-19T17:35:49,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/20/2019,24.1,10.5,16.6,24.1,10.5,16.6,9.7,67.69,0,,0,,0,0,,14.3,130.4,1020,8.2,14.8,,,0,,2019-11-20T06:55:06,2019-11-20T17:35:31,0.79,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/21/2019,24.8,10.5,17,24.8,10.5,17,11.4,71.93,0,,0,,0,0,,11.3,78.5,1022.1,12,15.7,,,0,,2019-11-21T06:55:54,2019-11-21T17:35:13,0.85,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/22/2019,25.5,13.5,19.2,25.5,13.5,19.2,13.2,70.14,0,,0,,0,0,,10.1,125.9,1019.6,23.5,15.2,,,0,,2019-11-22T06:56:41,2019-11-22T17:34:58,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/23/2019,26.1,14.6,20.2,26.1,14.6,20.2,15.8,76.78,0,,0,,0,0,31.7,18.8,136.3,1016,26.3,15.1,,,0,,2019-11-23T06:57:28,2019-11-23T17:34:44,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/24/2019,22.5,13.2,18.1,22.5,13.2,18.1,14.5,80.06,6.21,,12.5,,0,0,35.3,20.2,280,1013.2,39.7,15.7,,,0,,2019-11-24T06:58:15,2019-11-24T17:34:32,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/25/2019,20,10.8,14.9,20,10.8,14.9,9.6,71.96,0,,0,,0,0,,11.4,101.1,1014.3,35.4,15.7,,,0,,2019-11-25T06:59:02,2019-11-25T17:34:21,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/26/2019,23.2,11,16.3,23.2,11,16.3,10.5,69.86,0,,0,,0,0,,10.4,86.8,1017.1,20,15.5,,,0,,2019-11-26T06:59:49,2019-11-26T17:34:12,1,Clear,Partly cloudy throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/27/2019,24.9,11.8,18.1,24.9,11.8,18.1,13.7,76.88,0,,0,,0,0,,8.6,108,1020.7,21.7,15.2,,,0,,2019-11-27T07:00:36,2019-11-27T17:34:04,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/28/2019,27.8,15.7,20.4,28.9,15.7,20.5,16.7,81.25,0,,0,,0,0,,13.7,182.3,1022.1,25.1,14.8,,,0,,2019-11-28T07:01:23,2019-11-28T17:33:59,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/29/2019,27.2,13.1,19.3,26.7,13.1,19.3,11,61.96,0,,0,,0,0,,12.9,96.7,1020.8,18.8,15.6,,,0,,2019-11-29T07:02:10,2019-11-29T17:33:54,0.05,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
11/30/2019,25.6,14.7,19.6,25.6,14.7,19.5,15.2,77.33,0,,0,,0,0,,13.5,132.1,1017.2,1.6,14.5,,,0,,2019-11-30T07:02:56,2019-11-30T17:33:52,0.08,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/1/2019,26.1,17.2,21.8,26.1,17.2,21.8,19.6,88.02,0,,0,,0,0,42.5,24,175.8,1014.1,42.8,14.5,,,0,,2019-12-01T07:03:42,2019-12-01T17:33:51,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/2/2019,23.2,9.7,16.8,23.2,9.7,16.8,11.2,70.1,1.5,,4.17,,0,0,45.2,26.9,297.3,1014,57.9,16,,,0,,2019-12-02T07:04:27,2019-12-02T17:33:51,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/3/2019,15.7,7,10.7,15.7,5.3,10.1,4.6,66.63,0,,0,,0,0,35.3,14.8,138,1016,52.2,16,,,0,,2019-12-03T07:05:12,2019-12-03T17:33:54,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/4/2019,18.7,10.9,14.1,18.7,10.9,14.2,8.6,71.33,0,,0,,0,0,46.4,14.2,193.4,1015.4,25.3,15.7,,,0,,2019-12-04T07:05:57,2019-12-04T17:33:57,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/5/2019,20.1,9.8,13.9,20.1,9.8,13.9,6.4,64.26,0,,0,,0,0,,12.1,94.4,1019.7,31.8,15.6,,,0,,2019-12-05T07:06:41,2019-12-05T17:34:03,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/6/2019,21.7,9.6,14.8,21.7,9.1,14.7,7.7,65.13,0,,0,,0,0,,8.5,127.1,1022,12.6,15.8,,,0,,2019-12-06T07:07:25,2019-12-06T17:34:10,0.35,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/7/2019,22.7,10.1,16.4,22.7,10.1,16.4,10.7,70.63,0,,0,,0,0,,8.7,110.5,1021.1,41.9,15.2,,,0,,2019-12-07T07:08:08,2019-12-07T17:34:19,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/8/2019,26.7,16,20.7,27.1,16,20.7,15.2,72.23,0,,0,,0,0,27.7,16.5,84.7,1021,53.6,16,,,0,,2019-12-08T07:08:51,2019-12-08T17:34:29,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/9/2019,26,17.1,20.8,26,17.1,20.8,16.5,77.23,0,,0,,0,0,,14.4,136.7,1019.5,24.7,15.6,,,0,,2019-12-09T07:09:33,2019-12-09T17:34:41,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/10/2019,27.5,16.7,21.6,29.6,16.7,21.8,19.2,86.34,0,,0,,0,0,,19.1,137.3,1019.2,39,14.7,,,0,,2019-12-10T07:10:14,2019-12-10T17:34:54,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/11/2019,27.8,17.6,22.1,29.4,17.6,22.4,19.5,85.84,0,,0,,0,0,41.1,26,119.7,1022,69.3,10.2,,,0,,2019-12-11T07:10:55,2019-12-11T17:35:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/12/2019,25.6,17.5,21.1,25.6,17.5,21.1,17.2,78.67,0,,0,,0,0,35.7,22.6,64.5,1022.9,67.7,16,,,0,,2019-12-12T07:11:35,2019-12-12T17:35:25,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/13/2019,22.1,19.9,21,22.1,19.9,21,19.2,89.26,0,,0,,0,0,,15.2,133.7,1014.3,47.1,15.7,,,0,,2019-12-13T07:12:14,2019-12-13T17:35:43,0.51,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/14/2019,23,14.4,19.9,23,14.4,19.9,16.1,79.87,4.68,,8.33,,0,0,51.8,26.4,274.5,1011.2,29.1,14.9,,,0,,2019-12-14T07:12:52,2019-12-14T17:36:02,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/15/2019,25,10.8,16.9,25,10.8,17,10,67.88,0,,0,,0,0,,13,70.3,1019.7,0.9,15.1,,,0,,2019-12-15T07:13:29,2019-12-15T17:36:23,0.56,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/16/2019,27.3,16.7,21.4,28.4,16.7,21.5,16.5,74.52,0,,0,,0,0,27.7,16.1,119.6,1019.8,10,16,,,0,,2019-12-16T07:14:05,2019-12-16T17:36:45,0.61,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/17/2019,26.8,20.4,23,29,20.4,23,20.5,86.57,12.34,,12.5,,0,0,44.6,25,162.2,1014.4,71.5,14.5,,,0,,2019-12-17T07:14:41,2019-12-17T17:37:09,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/18/2019,20.4,9.9,14.3,20.4,8,14.2,10.6,79.6,0,,0,,0,0,33.5,27.7,175.4,1016.9,63.1,13.6,,,0,,2019-12-18T07:15:15,2019-12-18T17:37:33,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/19/2019,20.5,6.7,13.1,20.5,3.8,12.1,5.3,59.52,0,,0,,0,0,50,22.6,33.1,1023.6,22.8,16,,,0,,2019-12-19T07:15:48,2019-12-19T17:38:00,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/20/2019,23.7,12.1,17.7,23.7,12.1,17.7,12,70.54,0,,0,,0,0,39.6,25.9,54.9,1024.4,74.5,16,,,0,,2019-12-20T07:16:21,2019-12-20T17:38:27,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/21/2019,23.2,17.6,19.8,23.2,17.6,19.7,15.3,76.07,2.85,,25,,0,0,37,25.9,79,1022.7,69.2,15.7,,,0,,2019-12-21T07:16:52,2019-12-21T17:38:56,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/22/2019,22.1,18.2,20.3,22.1,18.2,20.3,18,86.73,7.55,,50,,0,0,42.5,22.3,119.5,1016.3,80.3,14.9,,,0,,2019-12-22T07:17:22,2019-12-22T17:39:26,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/23/2019,22.3,15.6,17.9,22.3,15.6,17.9,15.3,85.34,41.12,,50,,0,0,46.4,27.9,253.6,1009.7,57.7,12.4,,,0,,2019-12-23T07:17:50,2019-12-23T17:39:57,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/24/2019,18.2,13.5,16,18.2,13.5,16,12.9,81.83,0,,0,,0,0,38.9,26.6,295.7,1010.6,70.9,15.6,,,0,,2019-12-24T07:18:18,2019-12-24T17:40:30,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/25/2019,26.8,17.1,20.8,27.4,17.1,20.8,16.1,75.65,0,,0,,0,0,36.2,23.3,84.4,1014.5,76.3,15.8,,,0,,2019-12-25T07:18:44,2019-12-25T17:41:04,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/26/2019,25.6,16.4,21,25.6,16.4,21,17.2,79.77,0,,0,,0,0,,20,48.1,1018,57,15.5,,,0,,2019-12-26T07:19:09,2019-12-26T17:41:38,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/27/2019,24.8,18.8,21.8,24.8,18.8,21.8,18.5,81.68,0,,0,,0,0,37.1,26.9,88.3,1019.2,63,15.8,,,0,,2019-12-27T07:19:33,2019-12-27T17:42:14,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
