datetime,tempmax,tempmin,T,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
12/1/2016,27.2,18.9,23,29.2,18.9,23.4,20.1,84.16,0,,0,,0,0,25.9,14.5,215.5,1015.5,51.3,15.2,,,0,,2016-12-01T07:04:15,2016-12-01T17:33:51,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/2/2016,24.9,14.6,18.7,24.9,14.6,18.7,6.4,48.03,0,,0,,0,0,27.7,16.9,26.5,1019.9,1.9,16,,,0,,2016-12-02T07:05:00,2016-12-02T17:33:53,0.04,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/3/2016,26.7,13.5,19.5,26.7,13.5,19.5,11,58.76,0,,0,,0,0,25.9,17.9,67.4,1020.1,9.2,16,,,0,,2016-12-03T07:05:45,2016-12-03T17:33:56,0.07,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/4/2016,29.2,17.3,22.6,29.7,17.3,22.7,16.6,70.57,0,,0,,0,0,32,20.5,123.8,1017.4,7.1,16,,,0,,2016-12-04T07:06:29,2016-12-04T17:34:01,0.11,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/5/2016,28.6,21,24.2,31.5,21,24.7,20.8,81.78,0,,0,,0,0,32.5,22.1,163.3,1014.6,62.4,15.9,,,0,,2016-12-05T07:07:13,2016-12-05T17:34:08,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/6/2016,26.5,20.5,23.9,26.5,20.5,23.9,22,89.21,6.44,,16.67,,0,0,44.1,26.4,230.5,1012.7,64.1,13.7,,,0,,2016-12-06T07:07:56,2016-12-06T17:34:16,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/7/2016,25.3,16.4,20.3,25.3,16.4,20.3,16.9,81.98,5.8,,4.17,,0,0,25.9,16.2,229.6,1017.7,22.2,14.2,,,0,,2016-12-07T07:08:39,2016-12-07T17:34:26,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/8/2016,20.8,13.5,16.8,20.8,13.5,16.8,13.2,80.72,0.12,,4.17,,0,0,,17.3,123.5,1021,51.4,14.7,,,0,,2016-12-08T07:09:21,2016-12-08T17:34:37,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/9/2016,17,10.8,13.7,17,10.8,13.7,6.5,63.12,1,,12.5,,0,0,31.7,17.2,30.5,1025.7,63.4,16,,,0,,2016-12-09T07:10:03,2016-12-09T17:34:50,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/10/2016,23.1,9.7,15.6,23.1,7.9,15.4,8.2,61.9,0,,0,,0,0,33.5,19.7,42.1,1026.8,29.3,16,,,0,,2016-12-10T07:10:44,2016-12-10T17:35:05,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/11/2016,26,12.9,19.4,26,12.9,19.4,15.1,77.51,0,,0,,0,0,33.6,20.2,68.4,1023.3,42.4,15.9,,,0,,2016-12-11T07:11:24,2016-12-11T17:35:21,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/12/2016,26.7,19.6,22.3,28.4,19.6,22.4,19.7,85.98,0,,0,,0,0,,9.4,203.5,1019.8,59.1,13.6,,,0,,2016-12-12T07:12:03,2016-12-12T17:35:38,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/13/2016,27.8,17.5,21.3,28.6,17.5,21.5,18.3,84.66,0,,0,,0,0,,10.4,164.2,1018.8,33.8,10.8,,,0,,2016-12-13T07:12:41,2016-12-13T17:35:57,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/14/2016,25.6,17.7,20.3,25.6,17.7,20.3,18.1,87.9,0,,0,,0,0,,12.5,191.2,1018.4,56.6,9.7,,,0,,2016-12-14T07:13:19,2016-12-14T17:36:17,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/15/2016,23.9,16.8,20.7,23.9,16.8,20.7,16.5,78.36,0.85,,8.33,,0,0,38.9,19.4,282,1019.7,46.9,14.5,,,0,,2016-12-15T07:13:55,2016-12-15T17:36:39,0.52,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/16/2016,26.3,12.6,19.3,26.3,12.6,19.3,12.1,63.76,0,,0,,0,0,27.7,15.5,94.5,1022,25.8,16,,,0,,2016-12-16T07:14:31,2016-12-16T17:37:02,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/17/2016,28.6,18.1,22.5,29.9,18.1,22.8,18.2,77.62,0,,0,,0,0,33.5,19.7,146.4,1020.5,28.3,15.7,,,0,,2016-12-17T07:15:05,2016-12-17T17:37:27,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/18/2016,29.1,21.9,24.4,32.7,21.9,25.2,21.8,85.95,0,,0,,0,0,27.7,17.1,172.8,1021.4,51.6,15.4,,,0,,2016-12-18T07:15:39,2016-12-18T17:37:53,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/19/2016,29.2,21.6,24.7,31.7,21.6,25.5,21.8,84.72,0,,0,,0,0,,10.8,161.9,1025.7,53.5,15,,,0,,2016-12-19T07:16:12,2016-12-19T17:38:20,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/20/2016,25.4,19.7,22.2,25.4,19.7,22.2,19.3,84.02,0,,0,,0,0,,13.7,44,1025.4,84.1,14.9,,,0,,2016-12-20T07:16:43,2016-12-20T17:38:48,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/21/2016,21,14.1,17.8,21,14.1,17.8,14.8,83.43,0,,0,,0,0,,13.3,39.1,1023.4,66.7,14.6,,,0,,2016-12-21T07:17:13,2016-12-21T17:39:18,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/22/2016,25.9,10.6,17.1,25.9,10.6,17.1,10.3,68.01,0,,0,,0,0,,11,94.3,1023.1,14.9,15.7,,,0,,2016-12-22T07:17:42,2016-12-22T17:39:49,0.82,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/23/2016,28.1,13.9,20.5,28.1,13.9,20.5,12.4,61.68,0,,0,,0,0,27.7,16.3,63.1,1024,16.2,16,,,0,,2016-12-23T07:18:10,2016-12-23T17:40:21,0.87,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/24/2016,29.1,16.6,22.5,30.1,16.6,22.7,17.4,74.83,0,,0,,0,0,,11.7,94.8,1023.9,20,15.1,,,0,,2016-12-24T07:18:37,2016-12-24T17:40:54,0.91,Clear,Becoming cloudy in the afternoon.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/25/2016,29.5,18.7,23.6,29.9,18.7,23.8,18.4,75.04,0,,0,,0,0,27.7,14.2,82.1,1024.2,22.6,15.1,,,0,,2016-12-25T07:19:02,2016-12-25T17:41:29,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/26/2016,29.3,19.3,23.6,29.9,19.3,23.8,18.9,76.91,0,,0,,0,0,33.5,18.5,78.1,1025.8,35.2,15.4,,,0,,2016-12-26T07:19:26,2016-12-26T17:42:04,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/27/2016,28.1,18.3,22.7,29.1,18.3,22.9,18.3,78.24,0,,0,,0,0,27.7,11,168.2,1023.7,22.6,14.8,,,0,,2016-12-27T07:19:49,2016-12-27T17:42:41,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/28/2016,28.5,17.7,22.1,28.8,17.7,22.2,17.4,76.89,0,,0,,0,0,,11.7,176.5,1021,19.7,15.4,,,0,,2016-12-28T07:20:10,2016-12-28T17:43:19,1,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/29/2016,27.1,16.5,21.1,28.4,16.5,21.1,17.6,81.85,1.59,,8.33,,0,0,36.7,23.1,181.3,1018.8,48.6,14.7,,,0,,2016-12-29T07:20:30,2016-12-29T17:43:57,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/30/2016,17.9,8.6,13,17.9,6.9,12.8,-4,32.51,0,,0,,0,0,38.9,22,33,1024,44.2,16,,,0,,2016-12-30T07:20:49,2016-12-30T17:44:37,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
12/31/2016,23.9,4.9,13.9,23.9,3.3,13.3,5.6,58.49,0,,0,,0,0,29.5,19.8,88,1023.1,26.5,15.8,,,0,,2016-12-31T07:21:06,2016-12-31T17:45:17,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/1/2017,27.5,13.9,20.3,28.4,13.9,20.4,15.9,77.08,0,,0,,0,0,31.7,18.9,125,1021.1,39,14.3,,,0,,2017-01-01T07:21:21,2017-01-01T17:45:57,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/2/2017,29,19.2,23,31,19.2,23.4,19.7,82.85,0,,0,,0,0,29.5,17.5,151.4,1020.4,37.3,15.3,,,0,,2017-01-02T07:21:35,2017-01-02T17:46:39,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/3/2017,26.5,20.4,22.9,26.5,20.4,22.9,21.3,90.61,0,,0,,0,0,29.5,18.8,181.6,1015.9,65.7,12.2,,,0,,2017-01-03T07:21:48,2017-01-03T17:47:22,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/4/2017,24,15.1,20.8,24,15.1,20.8,16.7,79.24,1.26,,16.67,,0,0,33.7,19,228.4,1012.6,54.1,12.9,,,0,,2017-01-04T07:21:59,2017-01-04T17:48:05,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/5/2017,23.5,14.7,18.5,23.5,14.7,18.5,14.4,77.77,0,,0,,0,0,,12.3,175.6,1013.7,48.5,15.6,,,0,,2017-01-05T07:22:09,2017-01-05T17:48:49,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/6/2017,26.2,13.4,19.5,26.2,13.4,19.5,15.5,78.95,0.3,,4.17,,0,0,,14.8,131.7,1015,32.3,13.4,,,0,,2017-01-06T07:22:17,2017-01-06T17:49:34,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/7/2017,22.9,4.8,15.4,22.9,0.7,14.7,12.6,83.44,4.86,,41.67,,0,0,44.6,25.4,213.3,1019.2,59.4,15.4,,,0,,2017-01-07T07:22:24,2017-01-07T17:50:20,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/8/2017,12.3,1.5,6.6,12.3,-2.7,4,-1.3,59.42,0,,0,,0,0,37,20.5,53.4,1033.8,14.8,16,,,0,,2017-01-08T07:22:29,2017-01-08T17:51:05,0.4,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/9/2017,19.7,4.5,11.3,19.7,0.8,9.9,3,58.64,0,,0,,0,0,37.1,19.3,51.7,1034,6.7,16,,,0,,2017-01-09T07:22:32,2017-01-09T17:51:52,0.44,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/10/2017,22.8,9.4,15.4,22.8,7.6,15,9.8,72.12,0,,0,,0,0,29.5,18.5,71.9,1030,33.2,16,,,0,,2017-01-10T07:22:34,2017-01-10T17:52:39,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/11/2017,24.8,12.7,18.5,24.8,12.7,18.5,12.2,69.73,0,,0,,0,0,,13,75.7,1027.1,32.2,15.1,,,0,,2017-01-11T07:22:35,2017-01-11T17:53:26,0.49,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/12/2017,28.1,13.4,20.2,27.6,13.4,20.1,13.4,68.81,0,,0,,0,0,,15.2,70.3,1026.9,13.7,15.3,,,0,,2017-01-12T07:22:33,2017-01-12T17:54:14,0.5,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/13/2017,25.2,16.6,20.8,25.2,16.6,20.8,17.2,80.9,0.14,,4.17,,0,0,29.5,18.6,64.7,1029.2,53.1,15.4,,,0,,2017-01-13T07:22:31,2017-01-13T17:55:02,0.51,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"74788012810,KMCF,72211012842,KTPA,72202192816,KVDF"
1/14/2017,26.7,17.9,21.4,26.7,17.9,21.4,16.3,74.98,0,,0,,0,0,33.5,16.6,53.4,1028.3,58,15,,,0,,2017-01-14T07:22:26,2017-01-14T17:55:50,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/15/2017,25.9,16.4,20.8,25.9,16.4,20.8,14.9,70.93,0,,0,,0,0,,10.7,58.9,1024.9,71.5,15.6,,,0,,2017-01-15T07:22:20,2017-01-15T17:56:39,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/16/2017,26.7,17,21.7,27,17,21.7,14.7,65.83,0,,0,,0,0,,14.3,88.5,1023.8,63,16,,,0,,2017-01-16T07:22:13,2017-01-16T17:57:28,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/17/2017,27.1,16.6,21.4,27.5,16.6,21.4,16,72.95,0,,0,,0,0,,14.8,150,1023.5,49,15.6,,,0,,2017-01-17T07:22:04,2017-01-17T17:58:17,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/18/2017,26.3,15.4,20.2,26.3,15.4,20.2,16.1,78.63,0,,0,,0,0,,11.9,131.5,1021.6,34.2,14.5,,,0,,2017-01-18T07:21:53,2017-01-18T17:59:06,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/19/2017,26.7,15,19.9,26.7,15,19.9,15.9,79.82,0,,0,,0,0,,16.5,137.8,1017.3,32.6,13.7,,,0,,2017-01-19T07:21:41,2017-01-19T17:59:55,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/20/2017,25.6,17.7,21,25.6,17.7,21,17.6,81.47,0,,0,,0,0,29.5,19.7,220.5,1015,34.1,14.9,,,0,,2017-01-20T07:21:27,2017-01-20T18:00:44,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/21/2017,26.9,18.7,22.1,28,18.7,22.2,18.1,79.57,0,,0,,0,0,39.8,28.7,159.8,1012.5,26.3,14.4,,,0,,2017-01-21T07:21:12,2017-01-21T18:01:34,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/22/2017,27.8,20.3,23.5,30.4,20.3,23.7,20.8,85.05,7.91,,8.33,,0,0,63.1,42.5,213.8,1004.2,68.3,14.5,,,0,,2017-01-22T07:20:55,2017-01-22T18:02:23,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/23/2017,21.4,16.8,19.7,21.4,16.8,19.7,13.9,69.43,3.83,,20.83,,0,0,57.4,32.7,282.8,1002.3,59.3,15.5,,,0,,2017-01-23T07:20:36,2017-01-23T18:03:13,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/24/2017,22,14.6,18.4,22,14.6,18.4,12.2,68.62,0,,0,,0,0,38.9,20.2,298.3,1012.4,5.2,15.9,,,0,,2017-01-24T07:20:16,2017-01-24T18:04:02,0.95,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/25/2017,24.2,11.8,18.2,24.2,11.8,18.2,15.4,84.68,0,,0,,0,0,29.5,21.9,148.4,1016.2,34.1,13.1,,,0,,2017-01-25T07:19:55,2017-01-25T18:04:51,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/26/2017,25.7,18.4,21.7,25.7,18.4,21.7,18.9,84.81,0,,0,,0,0,37.1,21.3,220.1,1016.5,57.6,15.8,,,0,,2017-01-26T07:19:32,2017-01-26T18:05:40,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/27/2017,18.8,13.9,16.4,18.8,13.9,16.4,6.6,53.61,0,,0,,0,0,27.7,20.6,266.7,1019.2,86.5,16,,,0,,2017-01-27T07:19:07,2017-01-27T18:06:29,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/28/2017,14,9.6,12.1,14,7.4,12,2.4,52.47,0.09,,4.17,,0,0,31.7,19.4,214.6,1020.7,76.1,15.8,,,0,,2017-01-28T07:18:41,2017-01-28T18:07:18,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/29/2017,15.3,8.9,12,15.3,8.9,12,8.8,81.53,5.34,,50,,0,0,,14.9,159.3,1020.2,69.9,14.7,,,0,,2017-01-29T07:18:14,2017-01-29T18:08:07,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/30/2017,17.6,9.2,14,17.6,9.2,14,2.5,49.23,0,,0,,0,0,44.6,23.2,231.3,1022.7,32.9,15.9,,,0,,2017-01-30T07:17:45,2017-01-30T18:08:56,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
1/31/2017,21.1,6.8,13.8,21.1,6.8,13.8,7.8,69.03,0,,0,,0,0,,12.2,166.1,1024.2,12,16,,,0,,2017-01-31T07:17:15,2017-01-31T18:09:44,0.07,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/1/2017,23.7,8.9,15.8,23.7,8.9,15.7,9.5,69.95,0,,0,,0,0,,11.5,119.5,1023,10.5,14.2,,,0,,2017-02-01T07:16:43,2017-02-01T18:10:32,0.11,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/2/2017,24.7,12.4,17.8,24.7,12.4,17.8,11.2,66.36,0,,0,,0,0,,12.4,160.1,1022.8,25.7,15.8,,,0,,2017-02-02T07:16:10,2017-02-02T18:11:19,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/3/2017,25.6,12.7,18.5,25.6,12.7,18.5,12.3,69.6,0,,0,,0,0,25.9,18.8,214.5,1022.6,15.5,16,,,0,,2017-02-03T07:15:35,2017-02-03T18:12:07,0.21,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/4/2017,25.6,14.8,19.2,25.6,14.8,19.2,14.4,75.66,0,,0,,0,0,,16.2,171.4,1023.1,38.9,15.6,,,0,,2017-02-04T07:15:00,2017-02-04T18:12:54,0.27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/5/2017,22.9,12.9,16.3,22.9,12.9,16.3,13.1,82.55,0,,0,,0,0,29.5,17.1,146.7,1022.4,46.8,12.8,,,0,,2017-02-05T07:14:23,2017-02-05T18:13:41,0.33,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/6/2017,27.2,12.6,19.3,26.9,12.6,19.2,12.7,69.57,0,,0,,0,0,,12.7,126.3,1021.5,31.4,13.2,,,0,,2017-02-06T07:13:44,2017-02-06T18:14:27,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/7/2017,26.9,17.8,21.9,28.2,17.8,22.1,17.8,78.23,0,,0,,0,0,38.5,26.4,158.1,1017.2,24.4,15.9,,,0,,2017-02-07T07:13:05,2017-02-07T18:15:13,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/8/2017,26.4,16.5,21.2,26.4,16.5,21.2,19,87.39,27.38,,20.83,,0,0,48.1,25,173.1,1014.8,65,14.7,,,0,,2017-02-08T07:12:24,2017-02-08T18:15:59,0.46,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/9/2017,26.1,16.1,22.3,26.1,16.1,22.3,16.5,72.29,0,,0,,0,0,41.8,25,260.4,1018.5,55.2,15.1,,,0,,2017-02-09T07:11:42,2017-02-09T18:16:44,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/10/2017,23.9,10.4,16.7,23.9,10.4,16.8,2.7,40.55,0,,0,,0,0,37.1,22.2,49.8,1027.5,1.9,16,,,0,,2017-02-10T07:10:58,2017-02-10T18:17:29,0.5,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/11/2017,25.5,11.4,18.2,25.5,11.4,18.2,12.3,70.82,0,,0,,0,0,,12.9,125.3,1025.4,1.2,15.6,,,0,,2017-02-11T07:10:14,2017-02-11T18:18:14,0.5,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/12/2017,26,12.9,19.1,26,12.9,19.1,13.3,72.8,0,,0,,0,0,,17.1,155.5,1022.7,2.4,14.4,,,0,,2017-02-12T07:09:28,2017-02-12T18:18:58,0.52,Clear,Clear conditions throughout the day.,clear-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/13/2017,26.2,17.7,21.1,26.2,17.7,21.1,18.1,83.82,0,,0,,0,0,33.5,16.6,282.9,1018.6,34.8,14.9,,,0,,2017-02-13T07:08:41,2017-02-13T18:19:42,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/14/2017,25.6,16.1,20.5,25.6,16.1,20.5,16.9,80.83,0,,0,,0,0,,12.7,143.1,1015.6,41,13.3,,,0,,2017-02-14T07:07:54,2017-02-14T18:20:25,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/15/2017,25.4,19,21.5,25.4,19,21.5,18.4,83.06,2.11,,8.33,,0,0,56.5,36,226.2,1011.3,65.2,14.3,,,0,,2017-02-15T07:07:05,2017-02-15T18:21:08,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/16/2017,20.5,11.6,17.1,20.5,11.6,17.1,8.7,58.99,0,,0,,0,0,37.1,21.2,319.1,1016.1,34.7,16,,,0,,2017-02-16T07:06:15,2017-02-16T18:21:51,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/17/2017,23.7,8,15.3,23.7,8,15.3,6,58.55,0,,0,,0,0,,13.2,127,1018.8,21.7,15.7,,,0,,2017-02-17T07:05:24,2017-02-17T18:22:33,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/18/2017,22.9,12.7,17.5,22.9,12.7,17.5,13.6,78.32,3.4,,12.5,,0,0,41,19,112.5,1016.5,52.5,14.9,,,0,,2017-02-18T07:04:32,2017-02-18T18:23:15,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
2/19/2017,27.2,16.3,21.5,27.4,16.3,21.5,17.2,79.65,0,,0,,0,0,29.5,15.8,238.3,1017.6,42.9,11.8,,,0,,2017-02-19T07:03:39,2017-02-19T18:23:56,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"74788012810,KMCF,KTPA,72211012842,72202192816,KVDF"
